f1,f2,f3,f4,f5,f6,f7,f8,label
121.4765625,45.7779909,0.087416196,0.19799559,3.430602007,19.4375176,6.750373447,52.39071136,0
114.9609375,49.20419862,0.007199233,0.089544291,1.215719064,12.39114288,14.19751267,235.5793489,0
125.875,47.33325998,0.05975885400000001,-0.13374007300000001,7.765886288,38.63012203,5.120443675,25.25725844,0
114.03125,46.17340575,0.13326758800000002,0.266296305,46.29013378,68.11466284,0.933022151,-0.835016364,0
81.15625,40.18112070000001,1.334852467,3.782729689,94.31270903,85.67958241,0.041118596,-1.649516737,0
138.96875,49.51450821,-0.092707883,-0.109289031,3.345317726,17.75512512,7.269225065,67.57284266,0
97.7421875,59.56407344,0.693107927,-0.614142075,206.5292642,38.76869466,-2.636857381,8.08010064,0
72.671875,38.96916036,0.878137478,2.472894826,3.68729097,27.03811021,7.55053002,56.77801133,0
119.53125,48.09056195,0.358883632,0.525938724,7.802675585,34.48856424,4.62372935,20.97594263,0
57.3125,34.38880405,2.444048091,10.09351758,96.12876254,79.73480381,0.36870108700000004,-0.9812370309999999,0
126.7265625,47.07768096,0.08376645099999999,0.002159169,1.326086957,12.0221655,13.64257114,225.6497042,0
146.1640625,58.52280236,-0.386948102,-0.55575902,176.4423077,75.75173442,-1.5706093730000001,0.968536251,0
147.1640625,52.88634295,-0.008287262,-0.496845146,3.015050167,21.02820468,7.71288334,63.50709194,0
129.921875,54.95774078,-0.050620695,-0.688984516,4.765886288,22.81535686,5.791735500000001,38.27269158,0
153.4921875,40.59999155,-0.34365891,1.023514415,7.142140467999999,36.80298533,5.162358364,25.43070942,0
111.015625,44.68238334,0.07730216599999999,0.053498515999999996,2.589464883,20.08825484,9.288042804,92.71740185,0
126.296875,49.80451777,-0.06804809099999999,-0.26013297,4.7826086960000005,26.15798858,6.450059756,43.5705242,0
131.25,46.87949978,0.041032378,0.13208735,0.9924749159999999,9.575039504,18.02280786,426.875296,0
127.328125,48.92470449,-0.161601914,-0.16882495600000003,2.8319397989999997,20.70741429,8.970853825,85.58477801,0
127.8515625,50.36803454,0.052309800999999996,-0.08537079199999999,1.6120401340000001,14.88725709,12.662377000000001,177.84640009999998,0
132.8515625,48.68586965,0.052707157000000004,-0.284326097,2.0392976590000003,12.41368705,10.81642082,167.5095613,0
136.5546875,53.12908934,-0.222934778,-0.216629665,7.413043478,32.983577000000004,4.748846949,22.66344592,0
119.84375,53.13344602,0.160184187,-0.31271646399999997,6.41722408,29.92765532,5.1016840310000005,26.09208022,0
108.796875,48.53741459,0.385304229,0.234023741,4.722408027,26.4038902,6.820134831,50.61748724,0
114.6171875,45.87468002,0.097873506,0.392690351,8.801839465,38.62955481,4.537605447,19.96636178,0
119.3046875,54.921329899999996,0.095278482,-0.549020253,2.005852843,17.32526137,9.448755242999999,95.65297141,0
121.90625,39.25148037,0.042889425999999994,1.135106846,4.990802676,27.80797296,5.9064943229999995,35.49734138,0
69.96875,40.16799439,1.127291265,2.716233408,3.718227425,21.95084282,6.959793857999999,53.57545528,0
101.6015625,42.99006787,0.320579833,0.741265168,1.825250836,12.46206543,11.43850829,176.44763659999998,0
137.78125,51.68185996,-0.21384071100000002,-0.11611681300000001,3.642140468,19.03483947,7.336194079,65.34279299,0
107.3515625,43.95764827,0.17451797300000002,0.304917802,3.218227425,15.84667449,7.6602431410000005,80.18941036,0
135.4140625,44.58761167,0.022409783,0.686494467,3.001672241,19.19221546,8.135407752,75.93681641,0
112.3359375,41.62355053,0.41903085,0.83480628,2.178093645,14.78522567,9.691654456,115.58563799999999,0
103.65625,47.72012113,0.257344525,0.345180074,4.3821070230000005,25.48427899,6.204324895,39.44651339999999,0
108.625,52.99469313,0.26052772,-0.387156615,2.878762542,16.35674154,8.031230752999999,80.98440291,0
131.34375,48.71496137,0.13233844,-0.31717440399999997,4.33277592,26.2584523,6.7009869129999995,47.08225944,0
112.75,56.198448600000006,0.126569698,-0.6846066909999999,3.346989967,21.75208057,7.437089222999999,60.51264774,0
108.96875,47.86944118,0.19049739,0.25584046,3.3687290969999997,22.00080552,7.992034242000001,70.38114396,0
109.8828125,37.23418731,0.315229667,1.44522835,7.797658863,40.46647972,5.020934163,23.34268999,0
96.609375,38.88850938,0.283905334,1.3322031859999999,14.39966555,48.462351,3.3099805669999998,9.641675881,0
102.328125,42.94256873,0.28963231899999997,0.833361743,1.040133779,12.25059119,13.76587788,216.9233441,0
124.0859375,42.73044643,0.277435878,0.527651085,1.699832776,16.09787269,10.73483925,125.62085990000001,0
131.3359375,46.24328961,0.134850084,0.007734575,1.3996655519999999,15.22602726,12.75792162,176.8688292,0
97.9921875,48.75184229,0.206517709,-0.07142400900000001,2.175585284,15.86305122,10.79379668,136.8968073,0
129.375,51.41315493,0.130436153,-0.428144532,2.998327759,20.20861096,8.045084773,71.47690604,0
125.9140625,54.98608167,0.13270485199999998,-0.37881421200000004,2.498327759,15.48731806,8.121900756,85.16208587,0
140.125,43.49784477,-0.12968547,0.150916101,2.2224080269999997,17.86634791,10.05466646,110.8424567,0
132.34375,50.42064271,-0.138260992,-0.217557628,5.273411371,30.20752628,5.789632521000001,32.79810817,0
128.6328125,49.01018247,0.013153635,0.016636661,2.02090301,16.00367008,10.26664538,124.63486950000001,0
126.2734375,51.96418761,0.059317479000000006,-0.175435686,3.9414715719999998,22.21162097,7.042359166000001,53.86795193,0
120.84375,51.09266054,0.211043743,-0.151209565,4.151337793,20.59466291,6.959471613,59.06229379,0
111.7890625,49.60164002,0.144222145,-0.242506035,1.622073579,12.15016059,12.398702900000002,201.4885727,0
142.390625,49.92920525,0.094261925,-0.2255565,2.97993311,16.32455929,7.91881939,80.76586897,0
138.9296875,55.48904503,-0.076581839,-0.306605476,17.25668896,51.1418628,2.816761385,6.465280298,0
99.859375,42.134964399999994,0.684321191,1.322747535,4.3361204010000005,23.5321043,5.941542547,37.17996738,0
120.421875,46.69324921,0.290780771,0.453086826,3.038461538,21.67231312,8.636886982,81.18604448,0
118.125,43.27058759,0.075028357,0.745526335,3.9247491639999996,26.71291114,7.3087920120000005,54.82392706,0
103.5078125,40.05367416,0.49394889399999997,1.442413744,1.5535117059999999,16.92160696,12.12823845,155.3227666,0
