f1,f2,f3,f4,f5,f6,f7,f8,label
81.6328125,38.82288933,0.606775649,1.8984874680000001,0.89632107,11.50102307,15.46231231,273.1602382,0
115.2265625,52.92170143,0.20726723100000002,-0.38758553799999995,16.71070234,51.15644167,2.932070882,7.124124805,0
124.6015625,49.61765371,-0.0076790980000000005,-0.128988189,2.9080267560000004,15.49603151,8.047100529,86.44053607,0
90.5078125,44.58629205,0.483678265,0.8469109659999999,3.029264214,20.04705951,8.099442318,73.46131862,0
142.5234375,49.59334079,-0.273863878,-0.043799965999999996,2.435618729,15.23516995,9.066347073,102.8220283,0
97.2734375,54.62596035,0.364745386,-0.193731295,188.2959866,80.17743294,-1.486332582,0.791278687,0
119.265625,40.52304213,0.32743132399999997,0.883343133,2.224916388,18.52740214,9.244767653,90.85203117,0
125.125,51.21736766,0.044442712999999995,-0.392104632,3.001672241,18.48917239,8.743455938,92.54583385,0
87.96875,35.98674615,0.630663939,2.514202047,1.880434783,15.65493025,10.05996478,113.6735577,0
76.453125,35.72636005,0.9894660909999999,3.877657508,3.715719064,22.19752737,6.5982897739999995,47.00036552,0
117.203125,46.04317936,0.058218952000000004,0.221926553,1.503344482,13.27478393,11.35314937,156.9121046,0
128.6328125,49.01018247,0.013153635,0.016636661,2.02090301,16.00367008,10.26664538,124.63486950000001,0
138.2109375,46.73088719,0.064256014,0.495085155,0.97909699,10.02932479,17.50726718,381.32266989999994,0
129.0703125,67.01576116,0.06545556,-0.94416477,14.2583612,46.19832525,3.224168072,9.246702728999999,0
135.75,51.49757276,-0.236976035,-0.100829258,1.9531772580000002,15.82426954,10.78707863,134.4972854,0
109.6484375,50.01196573,0.297325868,0.0019756129999999998,2.164715719,18.69439472,9.917465665,105.52333999999999,0
101.3046875,44.76807571,0.364104474,0.904705127,2.109531773,13.79552819,10.13976277,133.4048845,0
128.1640625,50.89031977,0.298933167,-0.123396453,1.642976589,12.58956378,13.39218883,227.2684773,0
106.5625,46.32826992,0.44269748600000003,-0.12939123,93.00334448,93.02720134,0.18906614800000002,-1.718332751,0
101.0625,49.96150862,0.214865992,0.050890202999999995,4.93729097,28.96576079,6.244868322,39.08537459,0
123.7890625,48.94043771,0.016374369,-0.10363301300000001,1.823578595,12.46284696,11.90077691,186.01291609999998,0
120.7890625,52.17827798,0.037722434,-0.41136879299999995,4.153010033,20.20395585,6.837635618999999,57.30852667,0
50.9296875,32.59413856,3.6477399239999997,17.38148313,33.86036789,57.92865293,2.2292447280000003,4.419700221,1
110.9140625,38.74214181,0.128171485,1.4125125180000002,0.9816053509999999,13.20698341,15.10602471,242.38485469999998,0
118.265625,52.46017602,0.217698165,-0.41258380200000005,3.066889632,19.56552854,8.395733294,81.03792015,0
124.109375,39.90442378,0.160880525,0.769741527,19.10117057,49.17262574,2.556051038,5.4899347679999995,0
105.578125,46.26277009,0.46687671299999994,0.464256878,3.6989966560000003,23.88250992,6.743540332,46.49137968,0
135.046875,51.67368458,-0.13748556,-0.207499392,2.147157191,12.58217472,10.08561676,152.5857506,0
107.7109375,48.52273184,0.23746693,0.0020292970000000002,3.1396321069999997,17.3711617,8.283780469,84.24026016,0
110.6953125,40.63510616,0.268702703,0.680669558,2.9757525080000002,19.70434261,8.740980776,86.31403685,0
95.375,40.93153583,0.58784774,1.099463958,2.93645485,21.39970717,8.030973343,69.57120236,0
94.2265625,48.78639905,0.652486883,1.1527873990000002,2.591137124,17.45302022,8.836824242,88.69667966,0
125.6875,59.88840534,0.11173610199999999,-0.5854913970000001,2.720735786,19.35331429,8.265676186,74.64514624,0
114.015625,49.85353303,0.11568036,-0.069998041,2.676421405,19.12246606,8.563466984,81.73135337,0
112.0859375,52.17848385,0.376452127,-0.056640279,2.79180602,19.15709479,9.638645513,104.3030568,0
104.859375,43.45089441,0.42637540700000004,0.875782779,5.3712374579999995,25.12881813,5.239572089,29.69779705,0
138.0390625,49.97740151,-0.182433321,0.0009203960000000001,12.30518395,45.51053397,3.686551371,12.34594047,0
120.2109375,48.30075898,-0.029001636,-0.16651707,6.942307692000001,33.7351357,5.043913582,25.01909999,0
86.3359375,45.66561161,1.054746924,2.00513662,2.7759197319999998,20.81323115,8.768878274,83.01280871,0
109.46875,45.44483907,0.085948372,-0.00269114,5.516722408,28.58029623,5.623581088,32.93237804,0
98.203125,35.15109337,0.615164856,2.365818171,2.602006689,15.25152975,8.414598522999999,92.12265155,0
137.3984375,46.53180026,0.01882859,0.06138698099999999,7.985785953,32.05830232,4.676049993,22.90394504,0
136.09375,45.67641581,0.09653278400000001,0.5587513789999999,1.967391304,13.90741388,10.61607163,142.0032233,0
114.15625,52.61036577,0.077140839,-0.340147455,19.90301003,49.98212682,2.436105258,4.7860108619999995,0
107.9765625,41.39132322,0.20188177699999998,0.6875919540000001,2.784280936,15.11838303,8.066678035,89.2944149,0
104.609375,41.74349395,0.407708092,0.5695637929999999,111.46571909999999,91.16128158,-0.181153197,-1.603468336,0
109.9140625,40.24942301,0.468384915,1.283944411,2.715719064,15.637975400000002,8.534385275,93.59203057,0
109.2890625,48.76284324,0.30268412100000003,-0.40320213899999996,128.6571906,77.77351911,-0.787979675,-0.921648767,0
109.1953125,53.77631022,0.396131863,-0.226650355,1.127926421,10.68261439,15.5276428,304.8299047,0
131.2109375,44.23793132,0.165618624,0.642557109,1.689799331,15.48588514,11.13460439,138.80232790000002,0
88.921875,41.31464809,0.482742082,0.923327947,3.22909699,23.49616114,7.945836773,65.59594432,0
136.9921875,46.32654073,-0.213667181,-0.0039492979999999995,3.3210702339999996,20.40859197,8.101704964,74.27131193,0
123.875,49.46494971,0.323084373,-0.28700591,2.504180602,15.02531251,9.346737215,110.389109,0
136.3359375,50.75035058,-0.171369291,-0.215959051,2.928093645,17.13910762,8.931113336000001,98.52307355,0
148.734375,44.81811931,-0.227639497,0.291138573,1.940635452,13.48307452,11.81224169,178.6069535,0
133.375,51.413610799999994,-0.065377782,-0.29303276300000003,3.546822742,18.71776779,7.387669936,65.65799892,0
112.9296875,54.80807188,0.298002025,-0.539823606,1.4306020069999998,11.50429758,13.15347213,229.53175919999998,0
134.0078125,57.18152238,0.10293065800000001,-0.775648728,44.73076923,77.12641811,1.167820064,-0.57144222,0
122.515625,51.58094129999999,0.143347867,-0.008650605,1.3361204009999998,10.00120727,16.00717127,358.0285383,0
133.984375,52.9271292,-0.285671327,-0.37984693,104.40719059999999,76.73402734,-0.045797465,-1.226868111,0
93.2265625,43.631843100000005,0.52136022,0.9098295009999999,1.351170569,13.16300266,11.95842709,170.503631,0
126.2578125,45.91844777,0.02902711,0.19178347699999998,4.950668896,28.10244769,6.3603920810000005,42.78360839,0
102.84375,52.23496158,0.414344274,-0.174329441,13.11789298,38.43826629,3.1729427589999997,9.990514796,0
164.640625,42.61156943,-0.311045165,0.5866746110000001,3.948160535,24.071013699999998,6.879359282,50.50532241,0
109.4609375,53.92325309,0.338120452,-0.160705755,3.192307692,20.23510991,7.8103498710000006,70.26945595,0
125.3515625,58.85862164,-0.118101458,-0.664227505,2.942307692,20.92663205,7.910115725,67.01373013,0
108.671875,52.64223432,0.247113101,-0.459462215,1.307692308,13.99745465,12.44471426,170.34195559999998,0
114.1328125,49.64976886,0.452950515,0.127943674,0.947324415,9.467850964,18.66424626,450.2323893,0
89.3046875,35.17291185,0.7207938909999999,2.7687781910000004,2.433946488,20.34451973,9.088494096,87.2585733,0
101.953125,36.97631408,0.322193053,1.38817174,1.142140468,14.68145134,14.7752919,229.27398250000002,0
83.015625,41.36234406,0.706535757,1.587603849,2.0259197319999998,19.49783876,10.45725383,113.16575120000002,0
110.890625,47.11890451,0.320634984,0.41198542200000005,1.7324414719999999,13.20764136,10.67578014,147.5530061,0
120.25,51.25731655,0.220746465,0.120629198,2.010033445,11.91033529,11.38917517,190.83773430000002,0
169.9921875,60.81253162,-1.3880034669999999,1.012051502,8.156354515,33.96129217,4.2810152310000005,18.05102239,0
124.296875,46.56906151,0.22315605600000002,-0.119706334,2.668060201,22.08794409,8.882587048,81.2860403,0
85.9453125,40.75868554,0.632317581,1.1095007190000001,2.4874581940000002,14.36803668,9.207816307,115.23376200000001,0
84.6328125,40.68781127,0.646511662,1.63771554,1.237458194,11.11420503,14.3221025,264.0837528,0
91.875,45.19005007,0.368591825,0.37575939799999997,2.29180602,15.20069638,10.22570515,132.69354669999998,0
114.0546875,52.42320404,0.149741836,-0.286646833,2.52090301,16.24283936,9.467739431,109.0481453,0
123.59375,48.37442466,0.02929928,-0.167461379,2.7859531769999997,20.22989121,8.420465737,76.81419979,0
112.171875,44.89399135,0.334717152,0.57494726,2.321070234,14.39320925,8.838911155,104.9757794,0
119.5234375,44.19841005,0.026661842999999998,0.35264129,1.828595318,12.67406768,11.15393876,166.5824391,0
105.9609375,46.62205124,0.572619014,0.68960152,1.865384615,13.30618733,11.00897548,153.1514445,0
126.8671875,46.55715088,-0.087713336,0.021935995,1.9983277590000001,14.54119959,10.19629533,126.51660530000001,0
104.46875,49.46730889,0.328236045,-0.09480347900000001,2.026755853,15.99339182,10.00412717,115.10464070000002,0
148.703125,47.88125928,-0.441729751,0.24338414600000002,2.715719064,19.51475183,8.050227644,69.69123043,0
144.234375,49.446385799999995,-0.296366432,-0.34166201700000004,3.3603678930000003,22.17820199,7.792355784,65.27074661,0
